full_text,clean_text,sentiment
@nabiylarisfa Ttg UU TNI Prabowo cm bahas jendral2 TNI gk ada ttg prajurit2. RUU TNI disahkan bkn demi kesejahteraan prajurit tp buat jendral2 TNI yg mau pensiun tp gk pny jabatan dan msh miskin. Prabowo ksh perpanjangan pensiun + jabatan sipil buat memperkaya diri. ,ttg uu tni prabowo cm bahas jendral tni gk ttg prajurit ruu tni sah bkn sejahtera prajurit tp jendral tni yg pensiun tp gk pny jabat msh miskin prabowo ksh panjang pensiun jabat sipil kaya,0
Video Presiden Prabowo Tanggapi Draf RUU TNI yang Disebut Tak Transparan https://t.co/PNN9j5scLK,video presiden prabowo tanggap draf ruu tni transparan,1
@virdianaurellio @prabowo Kalo cinta negeri ini demo nya ga rusuh mas demo tujuan ny ga jelas. Apa yg di demo? RUU TNI mana yg point ny berbahaya?,kalo cinta negeri demo nya ga rusuh mas demo tuju ny ga yg demo ruu tni yg point ny bahaya,0
@arwidodo Bagus terangan2 gini jgn ngumpet dibalik demo tolak ruu tni mahasewa,bagus terang gin jgn ngumpet balik demo tolak ruu tni mahasewa,0
@bakuldimsum_ memang di bayar sih kmren ada yg demo mendukung RUU TNI tpi pas di tanya plenga plengo semua,bayar sih kmren yg demo dukung ruu tni tpi pas plenga plengo,1
Prestasi pemerintah Pak @prabowo @gibran_tweet habiskan APBN demi kabinet gemoy agar pejabat hidup hedon efisiensi anggaran Kementrian demi Danantara shg hotel2 PHK staf sahkan RUU TNI mjd UU IHSG crash rakyat hidup menderita tdk bisa mudik Lebaran https://t.co/urClIqI6yp,prestasi perintah habis apbn kabinet gemoy jabat hidup hedon efisiensi anggar tri danantara shg hotel phk staf sahkan ruu tni mjd uu ihsg crash rakyat hidup derita tdk mudik lebaran,0
@Sophyxyz Saya asli orang Jogja Mas.. Terakhir turut ikut aksi di Jalan (Demo dan Aksi Kamisan). Banyak isu yang diangkat disana salah satunya urgensi pengesahan RUU Perampasan Aset. Nah dikasus kali ini memang yang paling mencuat terkait UU TNI dan RUU Polri. https://t.co/xpvFu0RlfD,asli orang jogja mas aksi jalan demo aksi kamis isu angkat sana salah satu urgensi kesah ruu ampas aset kasus kali cuat kait uu tni ruu polri,1
si anjing ditanya dugaan ruu tni membalikan dwifungsi jawabnya siapa yang bilang? https://t.co/FpIJHadRT0,si anjing duga ruu tni balik dwifungsi bilang,0
Sekolahmu itu bukan tanggung jawab kakakmu dek. Itu tanggung jawab ortumu. Kasian kalo kaya gini jadinya. Kakakmu harusnya udah mulai niti karir nata hidup nabung buat nikah dan beli rumah. Malah masi mikirin ukt adeknya yang jelas2 bukan tanggung jawabnya,sekolah tanggung kakak dek tanggung ortumu kasi kalo kaya gin kakak udah niti karir nata hidup nabung nikah beli rumah mas mikirin ukt adeknya tanggung,0
Wah menarik sih ditonton full videonya. Perihal ini yang jelas nyata ada di lapangan adalah ada massa pendukung RUU TNI pas ditanya alasan mendukung RUU tsb malah planga-plongo.,tarik sih tonton full video perihal nyata lapang massa dukung ruu tni pas alas dukung ruu tsb plangaplongo,1
@larkspuretruby re tariffs: what are they supposed to do? lol mentok2 ya balikin trust masyarakat dengan revamp danantara revamp ruu tni buang jauh2 ruu polri dan ruu kuhap hukum semua police brutality,re tariffs what are they supposed to do lol mentok ya balikin trust masyarakat revamp danantara revamp ruu tni buang ruu polri ruu hap hukum police brutality,0
@KuntoAjiW Ditanya ruu tni dna polri aja udah tantrum jawabnya sampe ditunjuk2..,ruu tni dna polri aja udah tantrum sampe,1
@fat_bry @BocorAlusPol Ada di yutub narasi... Potongan pendapat pawowo ruu tni waktu ditanya nana.,yutub narasi potong dapat pawowo ruu tni nana,0
Tl gue isinya fans jeny mara mara Kek ngga trima dikritik Galak betul,tl gue isi fans jeny mara mara kek ngga trima kritik galak,0
@LexMarteg gak bakal didengerin memang harus turun kejalan dengan massa yang masif baru mereka denger. kalau teriak2 medsos doank mah senasib aja sama RUU TNI,gak didengerin turun jalan massa masif denger teriak medsos doank mah nasib aja ruu tni,0
ngantuk tp masih pengen baca au duh besok pulang dan rabu dah mulai berangkat kuliah dari pagi ke sore ,ngantuk tp ken baca au duh besok pulang rabu dah berangkat kuliah pagi sore,0
kalo gitar ok lah ada suara nya beneran (pas didengerin ada 2 suara gitar),kalo gitar ok suara nya beneran pas didengerin suara gitar,1
yang dibayar mah yang tanda tangan dukung ruu tni trus dapet sembako/nasi kotak kali ps. gue nggak nyalahin mereka yang tanda tangan karna mereka juga korban korban dari kemiskinan yang dipelihara pemerintah,bayar mah tanda tangan dukung ruu tni trus dapet sembakonasi kotak kali ps gue nggak nyalahin tanda tangan karna korban korban miskin pelihara perintah,0
Dan sekarang sudah terlihat dengan jelas kebijakan2 era orba yang muncul kembali seperti RUU TNI dan dalam proses pembahasan ada RUU POLRI dan RUU KEJAKSAAN serta melemahnya rupiah pembungkaman korupsi besar besaran dan lain sebagainya.,bijak era orba muncul ruu tni proses bahas ruu polri ruu jaksa lemah rupiah bungkam korupsi besar,1
dukung ruu tni type ahh demonstration,dukung ruu tni type ahh demonstration,1
padahal mereka blink tp fans antar membernya ribut https://t.co/S9wwhngsOX,blink tp fans membernya ribut,1
Jujur gw ada foto seperti ini TOLAK RUU TNI TOLAK RUU PENYIARAN TINDAK LANJUTI DALANG DI BALIK TRAGEDI SEMANGGI https://t.co/UqpQBnhE9Y,jujur gw foto tolak ruu tni tolak ruu siar tindak lanjut dalang tragedi semanggi,0
yaudah met malem ges subuh bangun buat sahur.. bayar utang puasa ,yaudah met malem ges subuh bangun sahur bayar utang puasa,0
@CNeko24 THANK YOU TOOO~~ SEMANGAT BESOK KULIAHH,thank you tooo semangat besok kuliahh,1
lagi panas ttng RUU TNI cowo gw lg di kereta ada bapa bapa tni kolot AROGAN BANGET NAJIS masa dia di gerbong makan tidur kondisi lagi rame yang mau makan di tidur rebahan di kursi mana cuma mesen lemineral doang trs di tegur polisi kereta malah dia yang ngamuk #TolakRUUTNI,panas ttng ruu tni cowo gw lg kereta bapa bapa tni kolot arogan banget najis gerbong makan tidur kondisi rame makan tidur rebah kursi mesen lemineral doang trs tegur polisi kereta ngamuk,0
Kocak lu kerja aja belum baru mbg gagal ruu tni ngerusakz dari mana tuh nilai 6,kocak lu kerja aja mbg gagal ruu tni ngerusakz tuh nilai,1
Yes ruu Tni berdampak Investor jadi takut masuk karna banyak ricuh. Yes everything chaos. Tapi bukan cuma kita. Trump emang terkenal suka ngeguncang market. liat data masa ke pemimpinan dia periode 1. Everything will go back anytime soon. Bull.,yes ruu tni dampak investor takut masuk karna ricuh yes everything chaos trump emang kenal suka ngeguncang market liat data pimpin periode everything will go back anytime soon bull,0
@doymoody_ udah kaya RUU tni dah pokonya,udah kaya ruu tni dah poko,0
ini orang menurut gue kayak hidup di bubble nya sendiri bilang gak takut pasar modal lah demo kemarin kemarin dibayar nonton anj terutama yang milih ni orang kemarin liat ini pendapat jagoan lu nih. dia tuh bangga banggain tni banget (ada pimred yang nanya ruu tni) (tbc) https://t.co/NT0OXWrAMh,orang gue kayak hidup bubble nya bilang gak takut pasar modal demo kemarin kemarin bayar nonton anj milih ni orang kemarin liat dapat jago lu nih tuh bangga banggain tni banget pimred nanya ruu tni tbc,0
@wordfangs dia tau kok berita tpi yg di higlightnya malah hal hal ga penting kayak draf ruu tni yg ngarang dan setuju ga napak tanah sepanjang data dan pndpt yg dikasih adalah ttg cerita hidupnya masa lalu indonesia dan mention us negara tetangga yg ga ada urgensinya selalu kecewa,tau berita tpi yg higlightnya ga kayak draf ruu tni yg ngarang tuju ga napak tanah data pndpt yg kasih ttg cerita hidup indonesia mention us negara tetangga yg ga urgensi kecewa,0
pun kalo bubblenya doi pecah karena kabinetnya bukan lagi diisi yes-man melainkan sama orang2 yg capable gw agaknya yakin saran2 dari bawahan dia yg gak satu suara gak bakal didenger. maksud gw se-simple demo RUU TNI atau fufufafa yg jelekin doi dan keluarganya aja deh ,kalo bubblenya doi pecah kabinet isi yesman orang yg capable gw saran bawah yg gak suara gak didenger maksud gw sesimple demo ruu tni fufufafa yg jelekin doi keluarga aja deh,0
yg dibayar tuh yg demo setuju ruu tni pak wkwkwkw,yg bayar tuh yg demo tuju ruu tni wkwkwkw,0
@Asdela18 @leviinxxx @tanyarlfes Wawancara di Hambalang pada 6 April 2025 bersama Presiden Prabowo membahas: 1) Stabilitas ekonomi (IHSG nilai rupiah harga BBM dan komoditas saat Ramadan-Idulfitri); 2) Reformasi hukum (UU TNI &amp; RUU Polri); 3) Program sosial (makanan gratis &amp; insentif); 4) Isu internasional https://t.co/nQsceOGuhZ,wawancara hambalang april presiden prabowo bahas stabilitas ekonomi ihsg nilai rupiah harga bbm komoditas ramadanidulfitri reformasi hukum uu tni amp ruu polri program sosial makan gratis amp insentif isu internasional,1
@rebahannojutsu @tanyarlfes Siapa yg mau bayar demo ruu tni njir ,yg bayar demo ruu tni njir,0
yeelah elu kan yang nyewa orang buat dukung ruu tni itu? munafik lu wo. nuduh orang ini itu taunya diri sendiri yg begitu. malu udah bau tanah tapi kelakuan masih kaya demit. amit-amit.,yeelah elu nyewa orang dukung ruu tni munafik lu wo nuduh orang tau yg malu udah bau tanah laku kaya demit amitamit,0
Setuju sama Pak Prabowo RUU TNI itu drafnya tidak dikasi liat karena takut kita yg baca serangan jantung. Draf itu kan revisi terus nanti kalau rakyat baca bisa berapa kali serangan jantung?Jadi disimpan baik-baik kalau sudah final dan disahkan baru dirilis. aku &lt;3 Prabowo,tuju prabowo ruu tni draf kasi liat takut yg baca serang jantung draf revisi rakyat baca kali serang jantungjadi simpan baikbaik final sah rilis lt prabowo,0
@bunnycitygirl HAHAHAHHA UDH KEK DEMO RUU TNI AMPE DIBUNGKAM GINI,hahahahha udh kek demo ruu tni ampe bungkam gin,0
Eh kocakk gak kaca lu wok lah lu juga buat noh kemarin aksi damai pro ruu tni dibayar cuman gocap wkwkw gua tau soalnya emang asa grupnya. Dihh lg ngomongin diri sendiri kah,eh kocakk gak kaca lu wok lu noh kemarin aksi damai pro ruu tni bayar cuman gocap wkwkw gua tau emang asa grup dihh lg ngomongin kah,0
Ini statement yg udh keluar langsung dari mulut presiden tolol. Bahwa ruu tni dan polri kemungkinan ia akan lolos kan. Wallahi we're finished.,statement yg udh langsung mulut presiden tolol ruu tni polri lolos wallahi were finished,0
Ruu polri dan RUU TNI beda ya Jika RUU TNI itu atas inisiatif presiden beda dengan RUU polri yang digagas DPR (termasuk RUU KUHP yg memberangus kewenangan kejaksaan agung utk mengusut kasus korupsi),ruu polri ruu tni beda ya ruu tni inisiatif presiden beda ruu polri gagas dpr ruu kuhp yg berangus wenang jaksa agung utk usut korupsi,0
@agussetiawann @nabiylarisfa Wawancara Presiden Prabowo dengan 7 jurnalis pada 6 April 2025 di Hambalang menarik karena membahas isu strategis seperti komunikasi pemerintah demo RUU TNI dan ekonomi. Ini memberikan wawasan tentang gaya kepemimpinannya fokus pada stabilitas dan kemandirian tapi tanpa,wawancara presiden prabowo jurnalis april hambalang tarik bahas isu strategis komunikasi perintah demo ruu tni ekonomi wawas gaya pimpin fokus stabilitas mandiri,1
@rionvhk anak kecil dikasih hp malah kea tai,anak kasih hp kea tai,0
berpengalaman. berarti dia mengakui kl orangnya ga kompeten dong? kocak 2. ditanya kenapa ruu tni cepet bgt disahin apa urgentsinya? SUMPAH SESIMPLE ITU tapi dijawab muter2 dan nyalahin cara berdemo bukan keresahannya. ni org??? apasih?????? disuruh ngasihanin parcok yg,alam aku kl orang ga kompeten kocak ruu tni cepet bgt disahin urgentsinya sumpah sesimple muter nyalahin demo resah ni org apasih suruh ngasihanin parcok yg,0
Demo dibayar.... ANJING. Ditanya kenapa gak bahas UU Perampasan Aset dan malah ngemajuin RUU TNI sampe orang-orang demo malah dibilang demo dibayar.,demo bayar anjing gak bahas uu ampas aset ngemajuin ruu tni sampe orangorang demo bilang demo bayar,0
@sunholds @KantBarton @luffydcahyo @prabowo Sabar ya bang 2 jam nunggu Grok emang bikin degdegan wkwk. Soal Prabowo kayaknya dia hati-hati jawab di wawancara biar seimbangin kepentingan militer sama sipil. RUU Polri sama UU TNI kan sensitif jadi strateginya mungkin buat jaga persepsi publik sama dukungan politik. https://t.co/YusuPBDtw3,sabar ya bang jam nunggu grok emang bikin degdegan wkwk prabowo kayak hatihati wawancara biar seimbangin penting militer sipil ruu polri uu tni sensitif strategi jaga persepsi publik dukung politik,1
@hellorachaa Kalo lidah melet melet keanya ga mungkin bjir ,kalo lidah melet melet keanya ga bjir,0
@syagahsyagah Yang ramai antara Prabowo dan Najwa Shihab pada 7 April 2025 kemungkinan besar soal pertemuan mereka pada 6 April di Hambalang. Najwa sebagai jurnalis Narasi mewawancarai Prabowo tentang isu sensitif seperti teror kepala babi ke majalah Tempo dan RUU TNI yang menuai protes. https://t.co/D7SOuTzR3P,ramai prabowo najwa shihab april temu april hambalang najwa jurnalis narasi wawancara prabowo isu sensitif teror kepala babi majalah tempo ruu tni tuai protes,0
@m4rs4l1m @PaltiWest2024 Tentu! Kritik atas RUU TNI yang disampaikan fokus pada proses legislasi yang kurang melibatkan publik dan transparansi. Contohnya rapat tertutup di Hotel Fairmont pada 14-15 Maret 2025 menuai protes karena dianggap tidak demokratis. Publik khawatir ini menunjukkan rendahnya,kritik ruu tni fokus proses legislasi libat publik transparansi contoh rapat tutup hotel fairmont maret tuai protes anggap demokratis publik khawatir rendah,0
@siceppot @IndoPopBase Sebelum RUU TNI disahkan pada 20 Maret 2025 politisi oposisi yang kemungkinan punya akses ke draf adalah Utut Adianto dari PDI-P Ketua Komisi I DPR. PDI-P diduga oposisi saat itu meski dinamika koalisi Prabowo menyulitkan penegasan. Anggota Komisi I seperti Dave Laksono https://t.co/idaOezE9X8,ruu tni sah maret politis oposisi akses draf utut adianto pdip ketua komisi dpr pdip duga oposisi dinamika koalisi prabowo sulit tegas anggota komisi dave laksono,1
@kompascom Yang keliatan bgt dibayar malah yaaaa yg pro RUU TNI anda tau betul itu Wo jgn pura2 ga tau,liat bgt bayar yaaaa yg pro ruu tni tau wo jgn pura ga tau,0
Beliau sengaja atau beneran ga paham kontroversi UU TNI. Jawabannya pun ga nyambung mengakui draft RUU TNI minim akses tapi defensif ketika naskah yang beredar ga sesuai selanjutnya cuma ngelantur. btw jawaban polisi harus diberi wewenang yang cukup main aman syekalii:)),beliau sengaja beneran ga paham kontroversi uu tni jawab ga nyambung aku draft ruu tni minim akses defensif naskah edar ga sesuai ngelantur btw polisi wewenang main aman syekalii,1
Lop mamah :3,lop mamah,0
Karena mamah tau selama di perantauan aku lebih sering makan ayam tentu karena lebih murah. Jadi sama mamah pasti menu masakan setiap aku pulang akan selalu mewah dan bervariasi. Mamah gaakan masak masakan sepele mamah akan masak yang wah untuk anaknya,mamah tau rantau makan ayam murah mamah menu masakan pulang mewah variasi mamah gaakan masak masakan sepele mamah masak anak,0
Mengenai mamah dan masakannya. Kalau pulang ke rumah setiap januari aku selalu bilang kalau aku ga pernah makan ikan selama di perantauan karena mahal. Sama mamah dimasakin menu ikan sama seafood jarang dimasakin ayam. Kadang dimasakin daging juga : ),mamah masakan pulang rumah januari bilang ga makan ikan rantau mahal mamah dimasakin menu ikan seafood jarang dimasakin ayam kadang dimasakin daging,1
mau main kuda bareng itu ya kan wok @prabowo,main kuda bareng ya wok,1
@prabowo KONTOL LU KONTOL ANJING MUKA LU KAYA MONYET GOBLOK,kontol lu kontol anjing muka lu kaya monyet goblok,0
gabisa sih nonton fullnya gue pasti emosi banget najis. baru ditanya soal RUU TNI aja nadanya langsung tinggi defensif. cuih kualitas presiden kite kayak gini ya,gabisa sih nonton fullnya gue emosi banget najis ruu tni aja nada langsung defensif cuih kualitas presiden kite kayak gin ya,1
@selingkuhanshua Selain war jennie war apalagi yg belum kuikuti?,war jennie war yg ikut,0
Aliansi Mahasiswa Papua (AMP) menggelar aksi dalam memperingati 58 tahun kontrak kerja sama Pemerintah Indonesia dan Freeport. Mereka menuntut pencabutan seluruh perusahaan ilegal dari tanah Papua serta pencabutan RUU TNI. Aksi ini dilakukan di depan Gedung Merdeka (07/04). https://t.co/HBq0ssziMw,aliansi mahasiswa papua amp gelar aksi ingat kontrak kerja perintah indonesia freeport tuntut cabut usaha ilegal tanah papua cabut ruu tni aksi gedung merdeka,1
Dikasih solusi kek benerin kebijakan biar lebih konsisten baik buat rakyat maupun investor batalin danantara batalin ruu tni batalin danantara tindak tegas ormas tindak tegas oknum... Tapi ternyata enggak didengerin. Ya mending kabur lah,kasih solusi kek benerin bijak biar konsisten rakyat investor batalin danantara batalin ruu tni batalin danantara tindak ormas tindak oknum didengerin ya mending kabur,1
Ngomongin legislasi politik jauh dari partisipasi masyarakat kok contohnya RUU Polri.. Bukannya RUU TNI?! Ada rapat di Hotel dan tertutup lagi.. https://t.co/jf4uuOQnDJ,ngomongin legislasi politik partisipasi masyarakat contoh ruu polri ruu tni rapat hotel tutup,0
Saya sungguh kecewa dengan jawaban Prabowo ketika ditanya oleh Uni Lubis dari @IDNTimes uergensi RUU TNI dan permasalahan demo. Dan jawabannya adalah: 1. Apakah demo dibayar atau tidak 2. Apakah ada kekuatan asing 3. Saya juga mantan aparat 4. Saya juga bukan anak kecil 5.,sungguh kecewa prabowo uni lubis uergensi ruu tni masalah demo jawab demo bayar kuat asing mantan aparat anak,0
Jika hargai supremasi sipil perbaiki RUU TNI murni TNI &amp; tindak tegas oknum TNI arogan langgar hukum pidana militer/umum utama oknum korup copot jabatannya/baju militer karena pengkhianat instansi TNI sendiri &amp; mengkhianati jiwa Pancasila bangsa &amp; negara RI seharusnya dibela.,harga supremasi sipil baik ruu tni murni tni amp tindak oknum tni arogan langgar hukum pidana militerumum utama oknum korup copot jabatannyabaju militer khianat instansi tni amp khianat jiwa pancasila bangsa amp negara ri bela,0
